sample_id,timestamp,run_hours,cycle_number,cathode_catalyst,anode_catalyst,Pt_at%,Co_at%,Ni_at%,Pd_at%,Ir_at%,graphene_support_%,TiO2_support_%,CeO2_support_%,gC3N4_support_%,C_support_%,total_metal_loading_%,BET_surface_area_m2_g,membrane_type,active_area_cm2,electrolyte,voltage_V,operating_pressure_bar,current_density_mA_cm2,voltage_efficiency_%,faradaic_efficiency_CH3OH_%,degradation_rate_per_hour,cumulative_degradation_%,voltage_drift_24h,metal_support_ratio,catalyst_complexity_index,voltage_stability_index,failure_risk_level,maintenance_needed
MEA_0177,2024-02-14 0:00,1057,177,Pt-Ni/TiO2/CeO2,RuO2,79.4,58.5,29.5,38.1,61,76.9,19,24.7,96.7,90.8,1.32,52.8,PEM,1,0.5M Na2CO3,1.26,1,23.42,75.5,44.1,0.000575,187.696153,0.0119,0.006,4,0.946,normal,0
MEA_0178,2024-02-14 6:00,1063,178,Pt-Ni/TiO2/CeO2,RuO2,62,39,35.9,19.3,31.3,39.8,70.2,86,57.1,8.7,5.81,58.6,AEM-Sustainion X37,10,1M KOH,1.3,2.1,14.15,63,73.9,0.00287,190.746963,0.0198,0.023,4,0.777,normal,0
MEA_0179,2024-02-14 12:00,1069,179,Pt/C,NiFeO2,53.3,12,57.8,25.6,27.1,82.8,55.6,16.9,86.3,93.6,5.28,25.6,PEM,1,Buffer+1M KCl,1.42,2.5,42.26,56.4,45.4,0.004091,195.120242,0.0104,0.022,4,0.71,normal,0
MEA_0180,2024-02-14 18:00,1075,180,Pt-Ni/TiO2/CeO2,IrO2,89.4,40.8,70.9,24.6,59.8,17.1,35.9,85.4,13.9,82.6,1.87,42.3,PEM,20,Buffer+1M KCl,2.5,2.1,16.37,90.2,40.5,0.00141,196.635992,-0.003,0.012,4,0.876,normal,0
MEA_0181,2024-02-15 0:00,1081,181,Pd-Ni/CeO2,NiFeO2,78.9,4.3,47.4,28.9,86.6,3,91.1,1.3,56.9,79.1,4.7,46,AEM-Sustainion X37,20,Buffer+1M KCl,1.4,1.3,42.1,50.6,71.4,0.00398,200.938372,-0.0068,0.031,4,0.715,normal,0
MEA_0182,2024-02-15 6:00,1087,182,Pt/Graphite,,15.2,1.8,31.3,43.3,94.7,20.4,2.1,51.2,86.8,20.1,3.67,95.6,AEM-Sustainion X37,1,0.5M Na2CO3,1.49,2.1,22,61.4,80.6,-7.40E-05,200.857934,0.0092,0.023,4,0.993,normal,0
MEA_0183,2024-02-15 12:00,1093,183,40wt%_Pt/C,RuO2,31.2,15.5,33,49,10.6,34,31.6,76.9,58.3,80.5,5.46,42.6,PEM,10,0.5M Na2CO3,1.99,1,36.6,91.7,58.9,0.003937,205.161075,0.0057,0.027,4,0.718,normal,0
MEA_0184,2024-02-15 18:00,1099,184,Pt-Ni/TiO2/CeO2,IrO2,24.8,27.8,55.6,20.4,15.5,51.1,5.7,93.5,71.8,85,6.06,56.9,Nafion 212,10,Buffer+1M KCl,1.44,1.3,25.99,63.5,61.9,0.002242,207.625033,0.017,0.027,4,0.817,normal,0
MEA_0185,2024-02-16 0:00,1105,185,Pt/C,RuO2,74.4,52.1,0.3,41.4,94.5,61.5,76.7,90.9,37.2,28.9,0.58,73.7,AEM-Sustainion X37,20,Buffer+1M KCl,1.32,1.1,31.48,70.5,48.2,0.000338,207.998523,0.0118,0.002,4,0.967,normal,0
MEA_0186,2024-02-16 6:00,1111,186,Pd-Ni/CeO2,IrO2,3.4,43.6,49.6,38.2,73.7,91.1,70.2,82,9.2,95.2,7.73,33,AEM-Sustainion X37,10,Buffer+1M KCl,1.24,1.9,20.37,44.4,59.7,0.001443,209.601696,0.0053,0.031,4,0.874,normal,0
MEA_0187,2024-02-16 12:00,1117,187,Pt-Co/TiO2/g-C3N4,NiFeO2,57,44.6,28.4,28.7,88.3,51,33.1,88.8,45.8,5,7.27,58.9,PEM,20,0.5M H2SO4,1.47,0.8,38.64,83.5,37.9,0.004928,215.106272,0.0021,0.033,4,0.67,normal,0
MEA_0188,2024-02-16 18:00,1123,188,Pt/Graphite,IrO2,76.2,25.5,63.5,47.8,20.3,50.1,67.6,19.9,39.4,15,3.98,79.1,PEM,10,Buffer+1M KCl,1.16,2.8,21.83,63.3,87.3,0.003701,219.262495,0.0021,0.022,4,0.73,normal,0
MEA_0189,2024-02-17 0:00,1129,189,Pt/Graphite,,87.7,20.8,7.4,10,58.8,5,39.6,28.4,86.7,53.8,1,89.3,AEM-Sustainion X37,20,1M KOH,1.03,1.3,23.42,84,78,0.002451,222.029674,-0.0032,0.006,4,0.803,warning,1
MEA_0190,2024-02-17 6:00,1135,190,40wt%_Pt/C,,34.2,22.3,47.1,5.5,70.1,3.5,75.6,28.9,24.4,57.6,7.67,70.1,PEM,5,0.5M H2SO4,2.21,1,26.37,54,70.1,-0.000309,221.678959,-0.0095,0.058,4,0.97,normal,0
MEA_0191,2024-02-17 12:00,1141,191,Pt/Graphite,IrO2,82.1,59.3,38.5,42.7,68,55.1,45.4,37.7,96.7,64.5,9.57,73.5,AEM-Sustainion X37,10,0.5M H2SO4,1.21,1.7,41.76,63.2,62.3,0.001507,223.398446,0.0072,0.041,4,0.869,warning,1
MEA_0192,2024-02-17 18:00,1147,192,Pt-Ni/TiO2/CeO2,IrO2,11.1,2.4,51.4,22,40.8,43.8,41.2,39.3,95.8,1.7,2.78,30.1,Nafion 212,10,0.5M Na2CO3,2.16,1.2,33.31,83.3,77.5,0.000578,224.061412,-0.0036,0.013,4,0.945,normal,0
MEA_0193,2024-02-18 0:00,1153,193,Pt/C,IrO2,84.6,52,5.2,42.3,1.5,83.9,93.5,54.5,24.8,96,3.57,95.7,Nafion 212,10,1M KOH,2.2,1.8,18.11,93.6,59.7,-0.000574,223.39959,-0.0038,0.014,4,0.946,critical,1
MEA_0194,2024-02-18 6:00,1159,194,Pt/Graphite,IrO2,12.7,34.7,46.4,44.7,58.3,16.1,25.1,16,34.8,4.5,2.25,30.6,AEM-Sustainion X37,1,0.5M Na2CO3,1.81,1.4,33.85,43.3,48,0.002253,226.010817,-0.0062,0.024,4,0.816,normal,0
MEA_0195,2024-02-18 12:00,1165,195,Pt/Graphite,,39.7,26.3,44.9,3.1,25.3,2.5,12,69.1,89.6,14.3,5.98,82,AEM-Sustainion X37,10,0.5M Na2CO3,1.46,0.8,32.48,84.7,39.6,0.004335,231.061092,-0.0043,0.035,4,0.698,normal,0
MEA_0196,2024-02-18 18:00,1171,196,Pt-Co/TiO2/g-C3N4,RuO2,79.7,43.5,44.9,44.2,45,44.9,58.5,16.8,96.7,1.4,1.97,41.2,Nafion 211,1,1M KOH,1.22,1.2,46.62,56.5,68.9,0.003054,234.637326,-0.009,0.009,4,0.766,normal,0
MEA_0197,2024-02-19 0:00,1177,197,Pt-Co/TiO2/g-C3N4,IrO2,15,29.2,48.3,22.4,95.8,23.7,96.9,31,44.3,56.7,3.88,94.7,Nafion 211,1,0.5M Na2CO3,2.11,1.6,42.23,70.3,85.8,0.000498,235.223472,0.0102,0.02,4,0.953,normal,0
MEA_0198,2024-02-19 6:00,1183,198,Pt-Ru/g-C3N4,IrO2,22.9,52.4,54.1,25.5,39.9,5,37.8,50.3,32.1,93.2,7.12,77.6,PEM,20,1M KOH,1.9,0.6,32.72,56,39.2,0.002442,238.112358,0.002,0.057,4,0.804,normal,0
MEA_0199,2024-02-19 12:00,1189,199,Pd-Ni/CeO2,,72.2,54,64.4,31.3,84,72.5,6.2,79.6,52.6,66.6,5.82,80.3,PEM,1,1M KOH,1.98,2.4,17.73,73.7,40.8,0.004659,243.651909,0.0068,0.028,4,0.682,normal,0
MEA_0200,2024-02-19 18:00,1195,200,Pt-Ni/TiO2/CeO2,,72,25.3,21.6,46.3,18.9,11.2,33.9,73.9,68.8,82.3,4.17,37.5,AEM-Sustainion X37,1,0.5M Na2CO3,1.01,2.1,39.2,59.5,56,0.003337,247.639624,0.0091,0.022,4,0.75,normal,0
MEA_0201,2024-02-20 0:00,1201,201,Pt/Graphite,NiFeO2,64.1,16.6,66,1,67.2,60.8,50.6,64.6,27.3,1.3,4.49,55.4,AEM-Sustainion X37,5,Buffer+1M KCl,2.39,2,29.19,58.3,78.4,0.003137,251.407161,0.0192,0.022,4,0.761,warning,1
MEA_0202,2024-02-20 6:00,1207,202,Carbon Paper,IrO2,69.4,35.5,39.9,23.8,97.7,28.1,16.2,15.6,73.6,54.2,5.84,69.4,Nafion 211,10,0.5M Na2CO3,1.1,1.9,49.28,42.1,47.6,0.004809,257.211624,-0.008,0.044,4,0.675,normal,0
MEA_0203,2024-02-20 12:00,1213,203,Pt/Graphite,NiFeO2,54.3,54.7,6.2,34.4,10.2,17.3,65.8,54.7,5.2,46,0.56,81.6,Nafion 211,1,0.5M H2SO4,1.55,2,13.13,48.1,45.2,0.003793,261.812533,0.0025,0.004,4,0.725,normal,0
MEA_0204,2024-02-20 18:00,1219,204,Pt/C,,25.2,12.6,4.7,36.1,0.8,38,99.8,8.7,4.9,49.9,1.25,28.3,AEM-Sustainion X37,10,0.5M Na2CO3,1.6,2.8,4.9,90.4,67.2,-0.00018,261.593113,-0.0026,0.008,4,0.982,normal,0
MEA_0205,2024-02-21 0:00,1225,205,Pt-Ru/g-C3N4,,34.6,37.4,26.7,34.6,43.4,80.1,45.2,37.7,38.6,7.2,8.87,97,Nafion 212,1,1M KOH,1,0.5,4.42,94.9,62.1,0.001086,262.923463,0.0043,0.044,4,0.902,normal,0
MEA_0206,2024-02-21 6:00,1231,206,Pd-Ni/CeO2,RuO2,18.2,37.9,62.8,6.7,9.3,39.2,35.5,41.4,35.3,68.4,1.24,91.2,Nafion 212,20,0.5M H2SO4,1.75,0.6,32.36,82.9,33.6,0.004791,268.821184,0.0176,0.008,4,0.676,critical,1
MEA_0207,2024-02-21 12:00,1237,207,Carbon Paper,IrO2,90.8,44,56.6,15,74.8,75.1,40.1,4,31.6,50.3,7.21,41.6,PEM,5,1M KOH,2.13,1,47.02,55.8,34.9,0.001938,271.21849,0.0117,0.048,4,0.838,warning,1
MEA_0208,2024-02-21 18:00,1243,208,Pt-Ru/g-C3N4,NiFeO2,58.3,7.9,63.1,17.9,91.5,12.5,11.5,27.4,49.1,76.5,9.24,85.8,AEM-Sustainion X37,1,Buffer+1M KCl,2.23,0.9,1.09,62.1,68.6,-0.00033,270.8083,0.0099,0.092,4,0.968,warning,1
MEA_0209,2024-02-22 0:00,1249,209,40wt%_Pt/C,,40.1,42.9,41.4,40.2,43.4,77.3,88.3,95.6,32.1,48.5,3.07,61.5,AEM-Sustainion X37,10,Buffer+1M KCl,2.32,1,36.56,80.7,57.9,0.001752,272.996548,0.0032,0.01,4,0.851,critical,1
MEA_0210,2024-02-22 6:00,1255,210,Pd-Ni/CeO2,,46.2,54.5,35.2,13.9,25.9,23.7,41.5,95.4,19.2,14.9,4.02,56.9,PEM,20,0.5M H2SO4,1.73,2.2,33.2,93.3,88.3,0.003182,276.989958,0.0101,0.022,4,0.759,normal,0
MEA_0211,2024-02-22 12:00,1261,211,Pt/Graphite,NiFeO2,94.7,10.8,11.8,10.5,43.4,67.7,38.7,35.2,30.9,64.8,5.9,45.2,Nafion 211,10,Buffer+1M KCl,1.95,1.6,36.88,65.1,70.7,0.004985,283.276043,-0.009,0.034,4,0.667,normal,0
MEA_0212,2024-02-22 18:00,1267,212,Pt/Graphite,RuO2,15.3,14.3,26.3,47.9,72.3,56.6,66,4.3,97.5,17.2,8.88,66.5,Nafion 211,20,Buffer+1M KCl,1.12,3,18.41,85.6,30.6,0.000943,284.470824,0.0076,0.04,4,0.914,normal,0
MEA_0213,2024-02-23 0:00,1273,213,Pd-Ni/CeO2,,58.6,58.3,34.7,0.4,0.9,92.9,44.2,17.9,41.1,87.2,9.45,78.4,Nafion 212,5,0.5M Na2CO3,1.73,1.1,41.2,93.6,58.9,0.002085,287.125029,0.0066,0.048,4,0.827,warning,1
MEA_0214,2024-02-23 6:00,1279,214,Pt/Graphite,IrO2,50.6,10.9,7.1,49.9,58.9,38.7,64.8,39.2,44.5,61.3,7.53,52.9,AEM-Sustainion X37,20,0.5M Na2CO3,1.23,1.3,3.19,88,54.9,0.004278,292.596591,0.0004,0.04,4,0.7,warning,1
MEA_0215,2024-02-23 12:00,1285,215,Pt-Ni/TiO2/CeO2,,61.1,51.3,17.6,33.8,61.3,6.6,6.1,94.8,57.7,15.7,1.32,70.3,Nafion 211,10,Buffer+1M KCl,1.55,3,38.02,52.5,36.4,0.001132,294.051211,-0.004,0.008,4,0.898,normal,0
MEA_0216,2024-02-23 18:00,1291,216,Pd-Ni/CeO2,IrO2,1.8,29.5,47.9,41.4,63.8,1.9,81.4,14.1,98.3,96.2,6.86,75.9,Nafion 212,10,Buffer+1M KCl,1.49,2.6,14.09,40.4,85.4,-0.000344,293.607107,0.0142,0.035,4,0.967,normal,0
MEA_0217,2024-02-24 0:00,1297,217,Pt-Ru/g-C3N4,NiFeO2,87.2,14.8,58.9,14.7,24.2,82.7,94.1,76.4,24.2,51.8,4.4,76.9,Nafion 212,1,0.5M Na2CO3,1.64,1.7,24.37,67.1,78.3,0.004694,299.695225,-0.0084,0.016,4,0.681,critical,1
MEA_0218,2024-02-24 6:00,1303,218,Pd-Ni/CeO2,IrO2,93.2,52.2,79.9,0.7,71.4,52.5,64.9,10.9,68.1,7.3,4.97,24.2,Nafion 212,20,Buffer+1M KCl,1.86,1.9,41.31,69.2,43.8,0.001931,302.211318,-0.0079,0.025,4,0.838,normal,0
MEA_0219,2024-02-24 12:00,1309,219,Carbon Paper,NiFeO2,56.5,26.7,74.6,36.9,9.1,77.5,95.5,98.1,71.6,62.7,0.97,88.8,Nafion 211,10,Buffer+1M KCl,2.35,2.6,14.3,51.1,45.4,0.002017,304.851571,0.0032,0.003,4,0.832,warning,1
MEA_0220,2024-02-24 18:00,1315,220,Pt/Graphite,IrO2,69.7,30.9,51.4,41.7,19.9,23.4,15.1,38.2,60.7,25.3,2.32,56.7,Nafion 211,1,1M KOH,1.59,1.7,10.08,55.7,31.9,0.002727,308.437576,-0.0024,0.017,4,0.786,normal,0
MEA_0221,2024-02-25 0:00,1321,221,Pt-Ni/TiO2/CeO2,NiFeO2,92.2,21.6,33.7,37,87.7,34.5,47.7,77.5,8.9,80.4,8.01,41,AEM-Sustainion X37,5,Buffer+1M KCl,2.47,1,34.38,82.1,47.8,-0.000979,307.144317,0.0124,0.047,4,0.911,normal,0
MEA_0222,2024-02-25 6:00,1327,222,Pt-Ni/TiO2/CeO2,IrO2,70.7,35.6,50.9,7.1,73.9,3,60.2,34.3,67.7,81.8,4.81,39.3,AEM-Sustainion X37,10,0.5M H2SO4,2.14,2.6,27.14,65.9,65.1,0.004587,313.231266,0.009,0.029,4,0.686,normal,0
MEA_0223,2024-02-25 12:00,1333,223,40wt%_Pt/C,RuO2,15.3,9.8,62.9,37.7,1.4,96.1,58.2,62.8,6.4,97.9,3.37,58.6,Nafion 212,1,1M KOH,1.77,1.8,26.21,57.5,55.3,0.001169,314.789543,0.0132,0.015,4,0.895,normal,0
MEA_0224,2024-02-25 18:00,1339,224,Pt-Ru/g-C3N4,IrO2,57.6,23.5,9.5,38.4,24.8,66.8,40.1,19.2,59.6,50.2,4.15,90.9,Nafion 212,10,0.5M H2SO4,1.97,0.9,13.58,74.2,88.2,0.001382,316.640041,-0.0003,0.022,4,0.879,normal,0
MEA_0225,2024-02-26 0:00,1345,225,Pt-Co/TiO2/g-C3N4,IrO2,60.7,58.2,32.8,32.9,21.4,93.3,33.8,14.6,74,45.5,8.62,50.3,Nafion 211,20,Buffer+1M KCl,1.15,1.8,2.71,75.9,33.4,4.50E-05,316.700566,0.0122,0.04,4,0.996,normal,0
MEA_0226,2024-02-26 6:00,1351,226,Pt-Co/TiO2/g-C3N4,RuO2,42.4,15.5,67.2,38.3,27.1,26.5,12.7,93.8,21.1,75.3,7.62,80,Nafion 211,1,0.5M Na2CO3,2.27,1.5,21.1,82.3,65.5,0.001269,318.414985,0.0159,0.049,4,0.887,warning,1
MEA_0227,2024-02-26 12:00,1357,227,Pd-Ni/CeO2,,73.6,39.4,30.7,42.3,24.8,61.1,39.2,91.8,84.2,13.2,3.09,27.7,AEM-Sustainion X37,20,1M KOH,1.87,2.7,6.22,48.6,81.5,0.003824,323.604153,0.0004,0.011,4,0.723,normal,0
MEA_0228,2024-02-26 18:00,1363,228,40wt%_Pt/C,,93.4,19.5,45.7,30.7,6.3,67.8,16.3,88.7,3,54.7,1.62,58.1,AEM-Sustainion X37,5,0.5M Na2CO3,2.48,0.8,45.39,80.8,58.8,0.0038,328.783553,0.0002,0.009,4,0.725,warning,1
MEA_0229,2024-02-27 0:00,1369,229,Pt/C,IrO2,92.6,46.4,47,4.4,45.9,31.8,73.4,62.5,84.4,54.6,2.89,99.3,PEM,20,1M KOH,1.95,2.7,3.02,73,30.2,0.004615,335.101488,0.017,0.011,4,0.684,normal,0
MEA_0230,2024-02-27 6:00,1375,230,Pd-Ni/CeO2,RuO2,45.1,7.9,14.8,24.4,73.3,84.8,20.9,80.8,46,8.9,9.25,81.6,AEM-Sustainion X37,1,0.5M Na2CO3,2.25,1.8,22.15,43.2,44.6,0.001419,337.052613,-0.0085,0.04,4,0.876,warning,1
MEA_0231,2024-02-27 12:00,1381,231,40wt%_Pt/C,IrO2,11.3,58.2,29,3.9,60.7,94.7,5.9,6.9,21.8,41.8,6.03,36.8,Nafion 211,10,1M KOH,2.2,1.5,3.56,82.8,49.4,0.003252,341.543625,0.0005,0.047,4,0.755,normal,0
MEA_0232,2024-02-27 18:00,1387,232,Pt-Ru/g-C3N4,NiFeO2,98.5,27.2,26.8,20.4,67.3,88.5,55.2,33.5,13.4,85.3,5.57,60.1,Nafion 212,1,1M KOH,1.52,0.9,5.68,61.1,88,0.002043,344.377266,-0.0064,0.029,4,0.83,normal,0
MEA_0233,2024-02-28 0:00,1393,233,Pt-Ru/g-C3N4,NiFeO2,83.9,14.2,2.1,20.4,8.1,73.9,59.5,31.4,95.3,85.6,6.17,38.7,PEM,20,0.5M H2SO4,1.39,2.3,33.28,58.2,84.7,0.003824,349.704098,-0.0091,0.024,4,0.723,normal,0
MEA_0234,2024-02-28 6:00,1399,234,Pt-Ru/g-C3N4,IrO2,12.5,4.4,1.9,3.3,95.1,27.7,87.2,63.6,7.3,9.9,3.98,52.8,AEM-Sustainion X37,20,0.5M Na2CO3,1.65,2.8,32.71,64.6,87,0.003275,354.285823,-0.0066,0.021,4,0.753,normal,0
MEA_0235,2024-02-28 12:00,1405,235,Pt-Ru/g-C3N4,,92.1,10.2,66.5,17.4,83.8,28.2,57.7,35.6,19.9,9.1,8.17,82.4,AEM-Sustainion X37,10,0.5M H2SO4,1.7,1.4,2.62,59,79.5,0.001207,355.981658,0.0029,0.058,4,0.892,warning,1
MEA_0236,2024-02-28 18:00,1411,236,Pt-Ru/g-C3N4,,87,31.2,21.8,5.5,80.5,96.3,34.5,14.9,34.8,26.3,5.47,81.7,Nafion 211,5,0.5M H2SO4,1.36,1.1,1.06,58.6,51.1,0.00102,357.420878,0.0106,0.03,4,0.907,normal,0
MEA_0237,2024-02-29 0:00,1417,237,40wt%_Pt/C,IrO2,51.9,20.2,41.4,40.4,82.3,1,80.3,59.6,62,87.5,1.61,38.2,PEM,1,0.5M Na2CO3,2.34,1.9,4.86,84.4,84.4,0.000515,358.150633,-0.0013,0.008,4,0.951,normal,0
MEA_0238,2024-02-29 6:00,1423,238,40wt%_Pt/C,IrO2,59.1,49.7,23.9,47.4,93.3,71.6,54,81.4,54.5,12.9,1.73,93.8,AEM-Sustainion X37,10,1M KOH,1.81,2.5,38.39,46.8,88.9,0.002459,361.64979,0.0155,0.007,4,0.803,warning,1
MEA_0239,2024-02-29 12:00,1429,239,Pt-Ni/TiO2/CeO2,NiFeO2,39.9,25.9,75.3,3.6,54.4,70.6,7.9,38.2,12.6,72,5.6,67.4,Nafion 212,10,0.5M H2SO4,2.47,0.5,29.64,93.4,51,0.004783,368.484697,0.0031,0.043,4,0.676,normal,0
MEA_0240,2024-02-29 18:00,1435,240,Carbon Paper,,5.5,14.9,20.7,47.8,20,62.3,56.6,13.2,29,10.1,9.4,50.4,Nafion 211,10,0.5M Na2CO3,2.22,2.1,2.87,70.5,45.6,0.0002,368.771697,0.019,0.058,4,0.98,warning,1
MEA_0241,2024-03-01 0:00,1441,241,Pt-Co/TiO2/g-C3N4,IrO2,33.5,37,34.4,26.1,61.7,99,90.8,19.7,23.9,62.3,3.43,60.2,PEM,1,1M KOH,1.83,2,24.92,50.1,62.8,-0.000428,368.154949,0.0186,0.015,4,0.959,normal,0
MEA_0242,2024-03-01 6:00,1447,242,Pt/Graphite,NiFeO2,80.3,42.4,69.8,15,74.3,31.2,39.6,23.7,21.4,35.6,8.76,68.4,AEM-Sustainion X37,1,0.5M H2SO4,2.42,1.3,35.89,47.2,41.2,-0.000284,367.744001,0.0132,0.076,4,0.972,warning,1
MEA_0243,2024-03-01 12:00,1453,243,Pt-Ru/g-C3N4,,0.5,10,67.4,3.8,73.8,34,29.6,30,41.1,78.9,7.76,64.8,AEM-Sustainion X37,1,0.5M H2SO4,1.76,1.6,43.58,72.5,32,0.003699,373.118648,0.018,0.058,4,0.73,normal,0
MEA_0244,2024-03-01 18:00,1459,244,Pt/C,RuO2,33.3,10.1,14.9,25,52.1,7.9,14.3,64.3,70.4,23.4,2.85,58.9,PEM,5,0.5M H2SO4,2.33,1.1,46.77,74.8,86.7,0.001101,374.725007,0.0112,0.018,4,0.901,critical,1
MEA_0245,2024-03-02 0:00,1465,245,Pt/Graphite,NiFeO2,39.8,2.2,64.2,39.7,6.8,44.3,15.1,60.1,21.7,63.9,0.85,60.4,Nafion 211,10,1M KOH,1.54,2.5,17.04,42.9,85.5,0.000346,375.231897,0.0169,0.006,4,0.967,normal,0
MEA_0246,2024-03-02 6:00,1471,246,40wt%_Pt/C,,53.7,44.2,36.7,35.4,37.1,26.1,43.3,69.6,36.7,23.6,1.47,34.1,PEM,20,0.5M H2SO4,1.57,2.1,7.66,53.4,39.8,0.001117,376.875004,-0.0029,0.008,4,0.9,normal,0
MEA_0247,2024-03-02 12:00,1477,247,Pt/C,,92,39.8,38.6,2.5,92.1,34.3,59.6,36.3,39.1,71.4,7.42,85,PEM,20,1M KOH,1.63,1.8,12.61,83.8,54.5,0.002872,381.116948,0.0004,0.044,4,0.777,normal,0
MEA_0248,2024-03-02 18:00,1483,248,Pt/C,NiFeO2,34.6,28.5,10.7,3.6,58.4,83.5,8.1,82.4,97.6,87.4,2.4,63.3,Nafion 211,10,Buffer+1M KCl,1.82,1.5,39.03,42.7,79.9,0.002281,384.499671,0.0126,0.009,4,0.814,normal,0
MEA_0249,2024-03-03 0:00,1489,249,Pt/C,RuO2,34.7,50.7,6.4,20.1,53.8,93.5,94,20.4,95.5,12.7,4.03,30.5,AEM-Sustainion X37,20,0.5M H2SO4,1.83,1.2,48.6,87,69.7,0.003462,389.654589,0.0027,0.013,4,0.743,normal,0
MEA_0250,2024-03-03 6:00,1495,250,Pt-Ni/TiO2/CeO2,NiFeO2,73.8,48.3,58.2,14.8,26.9,18.6,75.5,46.9,80,86.7,5.27,81.3,Nafion 212,5,Buffer+1M KCl,1.74,2.6,23.85,76.2,53.7,0.001034,391.200419,0.0151,0.024,4,0.906,normal,0
MEA_0251,2024-03-03 12:00,1501,251,40wt%_Pt/C,,45.2,35.1,39.7,11.6,36.8,37.3,58.7,80.1,24.2,59.4,7.39,94.6,Nafion 211,5,0.5M Na2CO3,1.46,1.6,15.96,63.9,74.7,0.001712,393.770131,0.0163,0.037,4,0.854,normal,0
MEA_0252,2024-03-03 18:00,1507,252,Pt/C,IrO2,22.5,52.1,34.9,14.1,89.5,92.9,82.8,18,6.8,12.7,1.58,95.8,Nafion 212,1,0.5M H2SO4,2.39,1.8,22.03,59.1,83.8,-0.000388,393.185415,-0.001,0.008,4,0.963,warning,1
MEA_0253,2024-03-04 0:00,1513,253,Pt-Ru/g-C3N4,IrO2,45.2,12.4,58.4,40.2,66.6,6.2,8,11,31.7,42.8,4.36,49.5,AEM-Sustainion X37,1,0.5M Na2CO3,1.88,1.8,15.94,41.1,85.6,-0.000562,392.335109,0.0147,0.076,4,0.947,normal,0
MEA_0254,2024-03-04 6:00,1519,254,Pd-Ni/CeO2,NiFeO2,14.1,6.7,61.2,46.5,78.7,9.2,47.7,88.4,26.7,16.1,5.11,30.8,PEM,1,0.5M Na2CO3,1.61,1.6,13.57,85.4,52.7,0.001774,395.029815,-0.0054,0.03,4,0.849,warning,1
MEA_0255,2024-03-04 12:00,1525,255,Pt/C,,17.6,16.2,12.7,20.3,45.4,16.3,63,34.3,50.6,70,5.64,61.5,Nafion 212,1,0.5M Na2CO3,1.98,1.1,30.09,47.8,40.4,0.00081,396.265065,0,0.034,4,0.925,normal,0
MEA_0256,2024-03-04 18:00,1531,256,Pt-Ni/TiO2/CeO2,IrO2,49.8,3.4,48.8,45.3,63,59.5,82.9,68.4,77.8,75.9,8.27,29,AEM-Sustainion X37,1,Buffer+1M KCl,2.15,0.8,1.77,57,84.8,0.002677,400.363552,0.0055,0.029,4,0.789,normal,0
MEA_0257,2024-03-05 0:00,1537,257,Pt/Graphite,,41.9,31.9,10.8,16.1,24.8,15,78.3,2.5,85.8,10.6,2.13,94.7,AEM-Sustainion X37,20,1M KOH,2.44,0.7,13.72,71.3,35.6,-0.000742,399.223098,-0.0032,0.012,4,0.931,warning,1
MEA_0258,2024-03-05 6:00,1543,258,40wt%_Pt/C,NiFeO2,91.5,56.2,60.1,23.8,70.5,96.8,27.7,69,84.5,50.6,8.17,34.7,PEM,20,Buffer+1M KCl,1.75,2.4,33.41,53.5,73.3,-0.000269,398.808031,0.0074,0.029,4,0.974,warning,1
MEA_0259,2024-03-05 12:00,1549,259,Carbon Paper,IrO2,36.2,2.4,52.6,11.3,42.8,44.7,94.1,31.6,36,81.5,7.08,40.2,PEM,1,Buffer+1M KCl,1.17,1.1,2.57,67.3,38.4,0.004191,405.29989,0.0074,0.034,4,0.705,normal,0
MEA_0260,2024-03-05 18:00,1555,260,Pt-Ni/TiO2/CeO2,,58.1,7.3,76.5,32,44.3,50.2,12.4,5.6,68.7,93.6,5.78,52.5,AEM-Sustainion X37,5,0.5M Na2CO3,1.66,0.6,5.08,84.5,53.4,0.002398,409.02878,-0.0038,0.042,4,0.807,normal,0
MEA_0261,2024-03-06 0:00,1561,261,Pt/C,IrO2,63.2,27.1,5.5,48.9,64.9,24.7,87.5,61,31.3,51.4,7.15,50.7,AEM-Sustainion X37,20,0.5M H2SO4,1.72,2.5,15.38,65.9,54.7,0.003272,414.136372,0.0139,0.035,4,0.753,normal,0
MEA_0262,2024-03-06 6:00,1567,262,40wt%_Pt/C,NiFeO2,1.3,56,4.6,30.2,93.6,47.1,97.1,24.1,6.1,95,4.41,83.6,Nafion 212,5,1M KOH,2.35,0.9,44.01,92.2,39.5,0.004052,420.485856,0.0089,0.025,4,0.712,normal,0
MEA_0263,2024-03-06 12:00,1573,263,Pd-Ni/CeO2,,66.4,19,22.6,17.9,6.4,66.2,17.7,38.7,70.2,53.6,1.81,56.5,AEM-Sustainion X37,5,0.5M Na2CO3,1.59,2.1,38.48,86.6,85.4,0.001783,423.290515,-0.0005,0.009,4,0.849,normal,0
MEA_0264,2024-03-06 18:00,1579,264,Pt/C,IrO2,17.8,30.4,20.9,32.4,82.5,75.1,72.2,8.1,1,39.4,6.82,33.7,AEM-Sustainion X37,10,1M KOH,2.43,1.3,2.09,58.3,30.2,0.003566,428.921229,-0.003,0.044,4,0.737,normal,0
